Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,OrderFrequency,CustomerValue,InactivityScore,ComplaintRate,EngagementScore
0,14.0,1,1,9.0,4,0,4.0,4,4,5,1,6,0,18.0,2.0,2.0,3.0,158.77,0.1333333333333333,317.54,0.2,0.0,8.0
0,8.0,2,1,34.0,3,0,4.0,4,4,4,2,4,0,16.0,2.0,2.0,3.0,148.11,0.2222222222222222,296.22,0.3333333333333333,0.0,8.0
0,2.0,2,1,7.0,4,1,3.0,4,4,1,1,3,0,12.0,1.0,2.0,4.0,145.44,0.6666666666666666,290.88,1.3333333333333333,0.0,6.0
1,0.0,2,1,31.0,4,1,3.0,3,3,1,2,2,1,24.0,0.0,1.0,1.0,127.95,1.0,127.95,1.0,0.5,6.0
0,10.0,1,3,8.0,4,0,4.0,4,2,3,2,8,0,14.0,2.0,2.0,1.0,193.15,0.1818181818181818,386.3,0.0909090909090909,0.0,8.0
0,17.0,1,1,14.0,4,0,3.0,4,0,5,1,10,0,17.0,2.0,2.0,3.0,224.85,0.1111111111111111,449.7,0.4705882352941176,0.0,6.0
0,31.0,1,3,36.0,5,1,3.0,5,1,1,1,5,0,13.0,1.0,2.0,1.0,266.18,0.0625,532.36,0.03125,0.0,6.0
0,5.0,1,1,11.0,3,0,4.0,2,4,3,1,10,0,13.0,3.0,3.0,3.0,164.78,0.5,494.34,0.5,0.0,12.0
1,1.0,1,3,23.0,4,0,4.0,4,0,5,2,4,1,21.0,2.0,2.0,3.0,210.64,1.0,421.28,0.4705882352941176,0.3333333333333333,8.0
0,9.0,2,3,13.0,4,1,3.0,3,3,1,2,4,1,21.0,1.0,1.0,2.0,126.44,0.1,126.44,0.2,0.5,3.0
1,1.0,1,3,20.0,5,1,4.0,5,2,5,1,7,1,14.0,3.0,3.0,3.0,186.34,1.5,559.02,1.5,0.25,12.0
0,23.0,1,1,14.0,4,1,3.0,4,0,4,1,5,0,15.0,1.0,2.0,3.0,229.66,0.0833333333333333,459.32,0.4705882352941176,0.0,6.0
0,2.0,2,1,22.0,4,1,3.0,4,4,3,1,3,0,17.0,1.0,3.0,3.0,147.07,1.0,441.21,1.0,0.0,9.0
0,4.0,1,3,8.0,4,1,3.0,3,2,2,2,5,1,13.0,1.0,1.0,5.0,165.82,0.2,165.82,1.0,0.5,3.0
0,6.0,1,3,26.0,4,1,4.0,6,0,3,1,5,0,14.0,1.0,2.0,3.0,221.1,0.2857142857142857,442.2,0.4705882352941176,0.0,8.0
1,0.0,0,1,12.0,4,0,3.0,4,3,2,2,2,1,18.0,1.0,1.0,0.0,129.26,1.0,129.26,0.0,0.5,6.0
0,10.0,2,1,9.0,6,0,2.0,3,2,4,2,4,0,15.0,1.0,1.0,1.0,141.07,0.0909090909090909,141.07,0.0909090909090909,0.0,2.0
0,24.0,0,2,10.0,3,1,3.0,4,5,4,0,3,0,15.0,7.0,11.0,8.0,307.0,0.44,3377.0,0.32,0.0,33.0
0,11.0,1,1,7.0,4,0,3.0,5,2,2,0,3,0,14.0,4.0,4.0,12.0,189.74,0.3333333333333333,758.96,1.0,0.0,12.0
0,18.0,0,3,8.0,4,0,3.0,3,2,3,1,5,0,22.0,3.0,5.0,7.0,151.54,0.2631578947368421,757.6999999999999,0.3684210526315789,0.0,15.0
0,9.0,2,1,10.0,2,0,3.0,4,3,5,1,2,0,13.0,0.0,1.0,0.0,121.09,0.2857142857142857,121.09,0.4705882352941176,0.0,3.0
0,9.0,1,3,14.0,4,0,3.0,4,2,1,1,3,1,12.0,2.0,2.0,10.0,177.04,0.2,354.08,1.0,0.3333333333333333,6.0
0,12.0,0,1,8.0,4,1,3.0,4,2,1,1,9,0,16.0,2.0,3.0,10.0,172.35,0.2307692307692307,517.05,0.7692307692307693,0.0,9.0
0,3.0,1,3,18.0,1,0,2.0,3,2,3,2,1,0,11.0,3.0,4.0,4.0,165.77,1.0,663.08,1.0,0.0,8.0
0,8.0,0,1,23.0,4,0,4.0,5,4,2,2,3,0,17.0,2.0,2.0,4.0,150.53,0.2222222222222222,301.06,0.4444444444444444,0.0,8.0
0,14.0,0,1,15.0,3,1,3.0,3,5,3,1,3,0,15.0,0.0,1.0,11.0,294.19,0.0666666666666666,294.19,0.7333333333333333,0.0,3.0
0,9.0,1,1,7.0,4,1,3.0,4,4,3,1,2,0,14.0,0.0,1.0,0.0,115.63,0.2857142857142857,115.63,0.4705882352941176,0.0,3.0
0,9.0,0,3,8.0,5,0,3.0,3,3,3,1,7,0,18.0,0.0,1.0,2.0,122.31,0.2857142857142857,122.31,0.4705882352941176,0.0,3.0
0,4.0,1,3,15.0,6,1,4.0,4,0,3,1,7,0,12.0,5.0,8.0,8.0,197.64,1.6,1581.12,1.6,0.0,32.0
0,5.0,1,1,8.0,3,0,3.0,2,2,2,2,8,0,16.0,1.0,1.0,7.0,150.55,0.1666666666666666,150.55,1.1666666666666667,0.0,3.0
0,5.0,0,1,6.0,4,1,3.0,3,3,1,1,1,0,12.0,1.0,1.0,2.0,123.14,0.1666666666666666,123.14,0.3333333333333333,0.0,3.0
0,13.0,0,1,16.0,4,1,4.0,4,2,4,2,11,0,16.0,2.0,2.0,4.0,192.82,0.1428571428571428,385.64,0.2857142857142857,0.0,8.0
0,0.0,2,1,25.0,3,1,3.0,3,4,2,0,4,0,11.0,1.0,1.0,2.0,136.69,1.0,136.69,2.0,0.0,3.0
0,9.0,2,2,13.0,4,1,3.0,4,3,5,0,1,0,21.0,1.0,1.0,3.0,123.42,0.1,123.42,0.3,0.0,3.0
0,9.0,1,3,22.0,5,0,3.0,4,2,5,1,5,0,13.0,1.0,1.0,2.0,156.47,0.1,156.47,0.2,0.0,3.0
0,2.0,0,3,6.0,3,0,2.0,3,0,1,1,2,0,14.0,4.0,4.0,1.0,179.18,1.3333333333333333,716.72,0.3333333333333333,0.0,8.0
0,17.0,0,1,11.0,4,1,3.0,4,3,3,2,4,0,14.0,0.0,1.0,3.0,131.62,0.0555555555555555,131.62,0.1666666666666666,0.0,6.0
0,12.0,1,1,13.0,6,0,3.0,5,4,3,1,3,0,12.0,1.0,2.0,5.0,162.02,0.1538461538461538,324.04,0.3846153846153846,0.0,6.0
0,4.0,1,3,13.0,5,1,3.0,3,2,1,1,5,0,12.0,0.0,1.0,7.0,175.47,0.2,175.47,1.4,0.0,3.0
0,9.0,2,1,23.0,6,1,3.0,4,3,4,0,2,0,21.0,1.0,1.0,0.0,121.27,0.2857142857142857,121.27,0.4705882352941176,0.0,3.0
0,30.0,2,1,7.0,4,1,3.0,1,2,3,1,1,0,24.0,1.0,2.0,8.0,149.0,0.064516129032258,298.0,0.2580645161290322,0.0,6.0
0,13.0,0,3,27.0,4,1,3.0,4,2,1,1,4,0,19.0,2.0,3.0,3.0,166.27,0.2142857142857142,498.81000000000006,0.2142857142857142,0.0,9.0
1,14.0,1,3,35.0,5,1,3.0,5,0,5,1,6,1,14.0,3.0,2.0,1.0,233.54,0.2857142857142857,322.34,0.0666666666666666,0.0,6.0
0,10.0,1,1,13.0,3,1,1.0,3,0,3,2,5,0,13.0,0.0,2.0,2.0,236.64,0.2857142857142857,322.34,0.1818181818181818,0.0,6.0
0,26.0,1,1,13.0,4,1,2.0,1,1,3,1,4,0,19.0,0.0,2.0,3.0,248.14,0.2857142857142857,322.34,0.1111111111111111,0.0,6.0
0,8.0,0,1,8.0,4,0,3.0,3,2,5,1,3,0,11.0,0.0,1.0,0.0,150.93,0.1111111111111111,150.93,0.0,0.0,3.0
1,19.0,2,1,13.0,4,1,3.0,3,3,1,2,2,0,16.0,0.0,1.0,0.0,125.87,0.05,125.87,0.0,0.0,3.0
0,31.0,1,1,31.0,4,1,3.0,3,0,2,1,5,1,17.0,2.0,2.0,3.0,219.39,0.0625,438.78,0.4705882352941176,0.3333333333333333,6.0
0,5.0,1,1,10.0,4,0,3.0,4,2,3,0,2,0,12.0,1.0,6.0,8.0,161.62,1.0,969.72,1.3333333333333333,0.0,18.0
1,1.0,2,1,7.0,1,1,4.0,5,4,5,2,8,0,14.0,1.0,2.0,8.0,148.62,1.0,297.24,4.0,0.0,8.0
0,30.0,2,1,8.0,4,0,3.0,4,4,5,1,4,0,23.0,1.0,2.0,1.0,145.66,0.064516129032258,291.32,0.032258064516129,0.0,6.0
0,9.0,2,2,8.0,6,0,2.0,3,3,4,1,5,0,14.0,0.0,1.0,2.0,121.87,0.2857142857142857,121.87,0.4705882352941176,0.0,2.0
0,0.0,2,1,23.0,1,1,3.0,3,3,4,0,1,1,16.0,1.0,1.0,1.0,130.58,1.0,130.58,1.0,0.5,6.0
0,9.0,0,1,12.0,4,1,3.0,1,2,5,1,4,1,13.0,1.0,1.0,2.0,155.62,0.1,155.62,0.2,0.5,3.0
1,0.0,2,1,8.0,4,0,3.0,3,3,5,0,8,0,20.0,1.0,1.0,7.0,127.07,1.0,127.07,7.0,0.0,6.0
1,1.0,2,1,32.0,3,1,3.0,5,4,4,2,6,1,21.0,2.0,3.0,3.0,148.13,1.5,444.39,1.5,0.25,9.0
0,10.0,2,1,19.0,3,1,2.0,3,2,1,1,2,0,17.0,2.0,3.0,7.0,142.85,0.2727272727272727,428.55,0.6363636363636364,0.0,6.0
0,10.0,2,2,14.0,6,1,2.0,3,2,4,1,3,0,13.0,3.0,4.0,7.0,140.71,0.3636363636363636,562.84,0.6363636363636364,0.0,8.0
0,1.0,1,3,25.0,4,1,4.0,2,2,3,1,4,0,12.0,2.0,2.0,3.0,187.32,1.0,374.64,1.5,0.0,8.0
0,18.0,0,1,13.0,4,1,3.0,3,0,5,1,2,0,18.0,5.0,9.0,11.0,152.1,0.4736842105263157,1368.9,0.5789473684210527,0.0,27.0
0,4.0,0,1,16.0,3,1,4.0,4,2,5,1,3,0,12.0,1.0,7.0,11.0,155.72,1.4,1090.04,2.2,0.0,28.0
0,8.0,1,3,13.0,4,0,2.0,3,2,1,1,2,1,11.0,1.0,1.0,9.0,152.04,0.1111111111111111,152.04,1.0,0.5,2.0
0,1.0,1,1,15.0,3,0,3.0,2,4,3,1,9,0,18.0,1.0,2.0,3.0,160.17,1.0,320.34,1.5,0.0,6.0
0,2.0,1,1,36.0,4,1,4.0,6,2,4,1,3,0,15.0,1.0,2.0,8.0,190.49,0.6666666666666666,380.98,2.6666666666666665,0.0,8.0
0,9.0,0,1,9.0,3,1,3.0,4,2,1,1,4,0,15.0,2.0,2.0,8.0,182.62,0.2,365.24,0.8,0.0,6.0
1,1.0,2,1,24.0,1,1,3.0,5,4,1,1,7,0,13.0,2.0,2.0,4.0,148.67,1.0,297.34,2.0,0.0,6.0
1,1.0,2,1,8.0,3,1,2.0,3,2,4,1,5,0,11.0,0.0,1.0,4.0,148.55,0.5,148.55,2.0,0.0,2.0
1,0.0,2,2,15.0,1,0,3.0,3,3,3,1,2,0,15.0,2.0,2.0,2.0,127.42,2.0,254.84,2.0,0.0,6.0
0,8.0,1,1,15.0,3,1,3.0,2,2,3,1,4,0,13.0,1.0,2.0,3.0,169.04,0.2222222222222222,338.08,0.3333333333333333,0.0,6.0
0,23.0,1,1,17.0,4,0,2.0,3,5,4,2,4,0,15.0,2.0,4.0,4.0,299.26,0.1666666666666666,1197.04,0.1666666666666666,0.0,8.0
1,1.0,2,1,17.0,3,1,3.0,4,3,3,2,3,1,12.0,1.0,2.0,2.0,135.09,1.0,270.18,1.0,0.3333333333333333,6.0
0,8.0,1,3,15.0,2,1,4.0,2,2,3,1,3,0,22.0,1.0,5.0,9.0,192.99,0.5555555555555556,964.95,1.0,0.0,20.0
0,1.0,1,3,9.0,4,1,4.0,4,2,3,2,3,1,12.0,2.0,2.0,5.0,169.78,1.0,339.56,2.5,0.3333333333333333,8.0
0,0.0,2,3,14.0,4,1,2.0,2,2,4,0,1,0,22.0,0.0,1.0,2.0,148.51,1.0,148.51,2.0,0.0,2.0
0,24.0,1,1,11.0,4,1,4.0,4,5,4,1,5,0,15.0,2.0,2.0,7.0,316.44,0.08,632.88,0.28,0.0,8.0
0,28.0,1,3,32.0,5,1,2.0,4,5,1,1,2,0,15.0,2.0,2.0,13.0,295.86,0.0689655172413793,591.72,0.4482758620689655,0.0,4.0
0,8.0,0,2,18.0,4,1,3.0,5,2,4,1,6,0,12.0,1.0,2.0,9.0,169.9,0.2222222222222222,339.8,1.0,0.0,6.0
0,12.0,0,1,10.0,6,1,3.0,4,4,3,1,5,0,17.0,3.0,3.0,3.0,153.21,0.2307692307692307,459.63,0.2307692307692307,0.0,9.0
0,19.0,0,1,32.0,3,0,3.0,4,5,4,2,5,0,15.0,1.0,2.0,1.0,305.61,0.1,611.22,0.05,0.0,6.0
0,10.0,2,1,20.0,4,0,3.0,3,3,5,1,2,0,12.0,10.0,12.0,17.0,130.34,1.0909090909090908,1564.08,1.5454545454545454,0.0,6.0
0,11.0,1,1,12.0,3,1,4.0,4,2,2,1,9,0,17.0,1.0,2.0,5.0,188.47,0.1666666666666666,376.94,0.4166666666666667,0.0,8.0
0,29.0,1,1,9.0,1,1,4.0,5,4,1,1,10,0,21.0,1.0,2.0,5.0,151.62,0.0666666666666666,303.24,0.1666666666666666,0.0,8.0
0,21.0,1,1,11.0,4,0,4.0,5,0,4,1,10,1,13.0,3.0,15.0,3.0,228.33,0.6818181818181818,3424.9500000000003,0.4705882352941176,0.0625,60.0
0,16.0,2,1,12.0,3,0,3.0,4,2,3,2,2,1,14.0,1.0,1.0,8.0,140.81,0.0588235294117647,140.81,0.4705882352941176,0.5,3.0
0,7.0,1,1,13.0,4,0,2.0,3,0,4,2,1,0,11.0,0.0,2.0,3.0,219.94,0.25,439.88,0.4705882352941176,0.0,4.0
0,0.0,2,1,6.0,3,1,2.0,4,4,5,1,2,0,16.0,1.0,1.0,3.0,139.55,1.0,139.55,3.0,0.0,2.0
0,30.0,0,2,8.0,6,0,2.0,4,5,1,1,10,0,21.0,1.0,2.0,2.0,288.44,0.064516129032258,576.88,0.064516129032258,0.0,4.0
0,1.0,2,1,27.0,0,1,3.0,3,3,1,1,2,0,11.0,0.0,1.0,2.0,127.13,0.5,127.13,1.0,0.0,6.0
0,1.0,0,1,7.0,3,0,4.0,5,4,3,1,3,0,14.0,1.0,2.0,4.0,145.07,1.0,290.14,2.0,0.0,8.0
1,0.0,1,3,22.0,5,1,3.0,3,0,3,1,3,0,13.0,1.0,1.0,0.0,181.61,1.0,181.61,0.0,0.0,3.0
1,1.0,1,2,16.0,1,0,3.0,4,4,3,1,3,0,16.0,3.0,3.0,3.0,152.42,1.5,457.26,1.5,0.0,9.0
1,1.0,0,1,11.0,1,1,3.0,4,4,1,2,11,1,24.0,2.0,2.0,1.0,147.85,1.0,295.7,0.5,0.3333333333333333,6.0
1,1.0,0,3,26.0,5,1,4.0,2,2,1,2,10,1,14.0,1.0,2.0,5.0,178.04,1.0,356.08,2.5,0.3333333333333333,8.0
0,9.0,1,1,13.0,4,1,4.0,4,4,3,1,2,1,15.0,2.0,3.0,3.0,160.06,0.3,480.18,0.3,0.25,12.0
0,6.0,2,1,13.0,4,1,2.0,3,3,1,2,1,0,14.0,1.0,1.0,2.0,125.0,0.1428571428571428,125.0,0.2857142857142857,0.0,2.0
0,11.0,1,1,17.0,4,0,3.0,4,4,5,1,2,1,14.0,4.0,5.0,4.0,152.82,0.4166666666666667,764.0999999999999,0.3333333333333333,0.1666666666666666,15.0
0,1.0,1,1,9.0,3,1,4.0,2,4,5,2,9,0,14.0,1.0,2.0,2.0,159.24,1.0,318.48,1.0,0.0,8.0
0,14.0,1,1,23.0,4,0,3.0,4,0,1,2,8,1,16.0,2.0,4.0,4.0,204.45,0.2666666666666666,817.8,0.2666666666666666,0.2,12.0
0,27.0,0,1,8.0,3,0,3.0,5,1,3,1,6,1,21.0,2.0,2.0,3.0,254.65,0.2857142857142857,322.34,0.1071428571428571,0.0,6.0
0,10.0,1,3,22.0,5,1,3.0,4,2,3,1,5,0,19.0,1.0,1.0,0.0,163.34,0.0909090909090909,163.34,0.0,0.0,3.0
0,4.0,1,1,13.0,3,0,2.0,3,0,1,2,2,1,14.0,4.0,4.0,10.0,171.43,0.8,685.72,2.0,0.2,8.0
0,7.0,1,3,34.0,5,0,3.0,4,2,3,1,2,0,21.0,1.0,1.0,7.0,167.12,0.125,167.12,0.875,0.0,3.0
1,4.0,2,1,16.0,4,1,3.0,4,4,5,2,5,0,15.0,2.0,2.0,1.0,145.18,0.4,290.36,0.2,0.0,6.0
0,9.0,1,1,8.0,3,0,3.0,5,2,1,1,2,0,13.0,1.0,2.0,1.0,178.63,0.2,357.26,0.1,0.0,6.0
0,9.0,0,1,6.0,0,1,2.0,4,3,3,1,2,0,12.0,0.0,1.0,0.0,120.08,0.2857142857142857,120.08,0.4705882352941176,0.0,2.0
0,7.0,1,3,9.0,4,0,2.0,5,2,1,2,6,0,12.0,2.0,2.0,2.0,160.29,0.25,320.58,0.25,0.0,4.0
0,29.0,1,1,15.0,3,0,3.0,4,1,3,1,4,1,15.0,1.0,2.0,3.0,272.56,0.0666666666666666,545.12,0.1,0.3333333333333333,6.0
1,0.0,1,3,22.0,5,1,3.0,3,0,3,1,3,0,13.0,1.0,1.0,0.0,181.61,1.0,181.61,0.0,0.0,3.0
0,12.0,1,1,9.0,3,1,4.0,4,4,3,0,8,1,14.0,1.0,2.0,2.0,155.57,0.1538461538461538,311.14,0.1538461538461538,0.3333333333333333,8.0
0,7.0,0,3,15.0,4,0,3.0,5,4,2,2,2,0,20.0,3.0,3.0,3.0,148.42,0.375,445.26,0.375,0.0,9.0
0,2.0,0,1,23.0,3,1,3.0,4,4,3,2,3,0,15.0,1.0,2.0,5.0,146.44,0.6666666666666666,292.88,1.6666666666666667,0.0,6.0
1,10.0,1,1,28.0,3,0,4.0,4,2,4,1,6,0,23.0,2.0,4.0,3.0,214.26,0.3636363636363636,857.04,0.4705882352941176,0.0,16.0
0,4.0,1,3,22.0,5,1,4.0,5,0,5,1,4,0,12.0,2.0,2.0,8.0,196.4,0.4,392.8,1.6,0.0,8.0
1,5.0,1,3,7.0,4,0,4.0,4,2,1,2,10,1,12.0,1.0,2.0,6.0,184.93,0.3333333333333333,369.86,1.0,0.3333333333333333,8.0
0,10.0,1,3,8.0,5,1,3.0,3,2,3,0,5,1,11.0,0.0,1.0,0.0,196.02,0.0909090909090909,196.02,0.0,0.5,3.0
0,3.0,1,1,8.0,4,0,2.0,5,2,1,2,3,0,20.0,1.0,1.0,2.0,160.91,0.25,160.91,0.5,0.0,2.0
0,5.0,1,3,12.0,3,1,2.0,3,2,3,2,2,0,16.0,5.0,5.0,7.0,150.1,0.8333333333333334,750.5,1.1666666666666667,0.0,10.0
1,0.0,0,1,13.0,0,0,2.0,4,3,3,0,2,1,14.0,0.0,1.0,7.0,123.66,1.0,123.66,7.0,0.5,2.0
0,24.0,2,3,20.0,4,0,2.0,3,2,1,1,5,0,11.0,1.0,1.0,7.0,149.36,0.04,149.36,0.28,0.0,2.0
0,22.0,0,1,29.0,3,0,3.0,4,1,1,1,5,0,15.0,1.0,5.0,8.0,296.74,0.217391304347826,1483.7,0.3478260869565217,0.0,15.0
1,21.0,1,1,30.0,3,0,4.0,4,0,2,0,3,0,13.0,12.0,16.0,3.0,228.12,0.7272727272727273,3649.92,0.4705882352941176,0.0,64.0
0,1.0,1,3,29.0,1,1,3.0,4,4,3,2,3,0,12.0,1.0,2.0,3.0,159.47,1.0,318.94,1.5,0.0,6.0
0,14.0,1,3,17.0,2,0,3.0,5,2,4,1,9,0,13.0,2.0,2.0,4.0,193.52,0.1333333333333333,387.04,0.2666666666666666,0.0,6.0
0,7.0,2,2,10.0,6,1,3.0,4,4,4,1,5,1,12.0,1.0,2.0,4.0,147.77,0.25,295.54,0.5,0.3333333333333333,6.0
0,2.0,1,1,14.0,6,0,2.0,5,2,5,1,4,0,13.0,1.0,1.0,7.0,197.15,0.3333333333333333,197.15,2.333333333333333,0.0,2.0
0,13.0,1,2,9.0,4,0,3.0,5,2,1,1,10,0,12.0,2.0,2.0,5.0,177.04,0.1428571428571428,354.08,0.3571428571428571,0.0,6.0
0,6.0,0,1,9.0,4,0,3.0,4,2,3,2,6,1,15.0,2.0,2.0,8.0,174.98,0.2857142857142857,349.96,1.1428571428571428,0.3333333333333333,6.0
1,5.0,0,1,25.0,0,1,3.0,1,3,3,1,7,1,12.0,0.0,2.0,2.0,127.59,0.3333333333333333,255.18,0.3333333333333333,0.3333333333333333,6.0
0,22.0,1,1,14.0,6,0,2.0,3,0,4,0,5,0,11.0,0.0,1.0,7.0,174.03,0.0434782608695652,174.03,0.3043478260869565,0.0,2.0
0,9.0,0,3,17.0,2,0,3.0,3,0,1,1,1,0,14.0,0.0,2.0,8.0,197.38,0.2,394.76,0.8,0.0,6.0
0,6.0,0,1,8.0,1,1,4.0,4,2,5,1,6,0,15.0,1.0,2.0,3.0,165.87,0.2857142857142857,331.74,0.4285714285714285,0.0,8.0
0,17.0,0,1,7.0,4,0,3.0,4,2,2,0,6,0,14.0,2.0,3.0,3.0,180.62,0.1666666666666666,541.86,0.1666666666666666,0.0,9.0
0,0.0,1,1,6.0,4,0,3.0,3,0,5,1,2,0,11.0,0.0,1.0,7.0,174.12,1.0,174.12,7.0,0.0,3.0
0,1.0,1,1,9.0,3,1,3.0,2,2,1,1,3,0,13.0,2.0,2.0,4.0,179.72,1.0,359.44,2.0,0.0,6.0
0,5.0,2,3,10.0,4,0,2.0,3,4,4,1,3,0,11.0,1.0,1.0,2.0,139.31,0.1666666666666666,139.31,0.3333333333333333,0.0,2.0
0,9.0,1,1,9.0,4,1,3.0,1,2,5,1,7,0,20.0,0.0,1.0,4.0,168.42,0.1,168.42,0.4,0.0,3.0
0,9.0,2,1,15.0,4,0,3.0,3,3,2,2,2,0,12.0,1.0,2.0,1.0,122.88,0.2857142857142857,245.76,0.4705882352941176,0.0,6.0
0,25.0,1,2,12.0,4,1,3.0,4,1,4,1,3,1,12.0,1.0,2.0,11.0,265.26,0.0769230769230769,530.52,0.4230769230769231,0.3333333333333333,6.0
0,18.0,1,1,26.0,3,1,3.0,5,0,5,1,3,1,18.0,0.0,1.0,7.0,208.51,0.0526315789473684,208.51,0.3684210526315789,0.5,3.0
0,21.0,1,3,35.0,3,0,3.0,3,0,3,0,4,0,21.0,0.0,1.0,3.0,225.04,0.0454545454545454,225.04,0.4705882352941176,0.0,3.0
0,6.0,1,3,14.0,5,1,2.0,3,2,3,1,1,0,12.0,1.0,1.0,2.0,171.04,0.1428571428571428,171.04,0.2857142857142857,0.0,2.0
0,6.0,1,1,12.0,4,0,4.0,5,2,4,1,5,0,13.0,2.0,3.0,6.0,183.78,0.4285714285714285,551.34,0.8571428571428571,0.0,12.0
0,12.0,0,1,6.0,4,1,2.0,3,5,3,1,2,1,14.0,0.0,1.0,6.0,291.97,0.0769230769230769,291.97,0.4615384615384615,0.5,2.0
0,1.0,1,1,9.0,4,0,3.0,4,2,1,1,2,0,19.0,3.0,3.0,3.0,167.27,1.5,501.81000000000006,1.5,0.0,9.0
0,13.0,1,3,10.0,5,1,3.0,4,0,2,0,8,0,11.0,2.0,2.0,11.0,208.55,0.1428571428571428,417.1,0.7857142857142857,0.0,6.0
1,9.0,0,1,14.0,0,1,3.0,3,4,3,2,2,0,12.0,0.0,1.0,0.0,119.04,0.2857142857142857,119.04,0.4705882352941176,0.0,3.0
0,21.0,1,3,21.0,5,1,3.0,4,2,5,2,4,0,13.0,1.0,2.0,8.0,174.6,0.0909090909090909,349.2,0.3636363636363636,0.0,6.0
0,30.0,0,1,21.0,4,1,2.0,3,1,3,1,3,1,14.0,1.0,2.0,2.0,257.87,0.2857142857142857,322.34,0.064516129032258,0.0,6.0
0,7.0,0,2,17.0,4,1,2.0,4,2,4,0,5,0,11.0,0.0,1.0,8.0,144.9,0.125,144.9,1.0,0.0,2.0
0,2.0,2,1,15.0,0,0,3.0,3,3,3,1,10,0,17.0,0.0,1.0,2.0,129.74,0.3333333333333333,129.74,0.6666666666666666,0.0,6.0
0,4.0,0,1,11.0,3,1,3.0,3,2,5,2,1,0,19.0,1.0,1.0,7.0,199.36,0.2,199.36,1.4,0.0,3.0
0,3.0,2,1,22.0,4,0,4.0,6,4,2,0,2,1,19.0,2.0,2.0,4.0,146.68,0.5,293.36,1.0,0.3333333333333333,8.0
0,27.0,0,1,7.0,3,0,3.0,5,1,3,1,6,1,21.0,1.0,2.0,3.0,254.65,0.2857142857142857,322.34,0.1071428571428571,0.0,6.0
0,14.0,1,3,8.0,4,0,3.0,3,1,5,1,8,0,16.0,1.0,11.0,8.0,265.95,0.7333333333333333,2925.45,0.5333333333333333,0.0,33.0
0,5.0,2,2,15.0,3,0,4.0,2,4,4,2,11,0,19.0,2.0,2.0,3.0,146.09,0.3333333333333333,292.18,0.5,0.0,8.0
0,7.0,1,3,6.0,5,1,2.0,3,0,1,2,2,0,21.0,1.0,2.0,1.0,198.88,0.25,397.76,0.125,0.0,4.0
0,0.0,0,3,13.0,0,1,2.0,3,3,2,0,1,0,13.0,0.0,2.0,1.0,124.0,2.0,248.0,1.0,0.0,4.0
0,30.0,0,3,34.0,5,0,3.0,4,0,5,1,5,0,19.0,3.0,13.0,11.0,202.66,0.4193548387096774,2634.58,0.3548387096774194,0.0,39.0
0,16.0,2,1,33.0,1,1,2.0,1,4,4,1,6,0,12.0,1.0,1.0,2.0,148.76,0.0588235294117647,148.76,0.1176470588235294,0.0,2.0
0,15.0,1,3,11.0,5,0,3.0,4,0,3,1,2,1,14.0,6.0,14.0,3.0,229.47,0.875,3212.58,0.4705882352941176,0.0666666666666666,42.0
0,14.0,1,2,13.0,3,1,3.0,4,1,1,2,3,1,22.0,1.0,8.0,8.0,289.37,0.5333333333333333,2314.96,0.5333333333333333,0.1111111111111111,24.0
0,15.0,1,1,8.0,4,1,2.0,3,5,3,1,6,0,11.0,1.0,4.0,14.0,288.8,0.25,1155.2,0.875,0.0,8.0
0,0.0,2,1,31.0,4,0,3.0,1,3,2,2,2,1,12.0,1.0,1.0,1.0,129.94,1.0,129.94,1.0,0.5,6.0
0,13.0,1,1,22.0,4,0,2.0,3,0,1,2,7,1,15.0,3.0,3.0,3.0,179.45,0.2142857142857142,538.3499999999999,0.2142857142857142,0.25,6.0
1,1.0,1,1,22.0,3,1,3.0,4,0,3,0,9,1,13.0,1.0,8.0,8.0,261.1,4.0,2088.8,4.0,0.1111111111111111,24.0
1,1.0,2,1,25.0,3,1,3.0,5,4,2,2,3,1,14.0,1.0,2.0,2.0,148.89,1.0,297.78,1.0,0.3333333333333333,6.0
0,15.0,1,3,7.0,5,1,3.0,3,0,5,0,3,0,17.0,2.0,2.0,8.0,208.92,0.125,417.84,0.5,0.0,6.0
1,1.0,1,1,11.0,1,1,3.0,4,4,5,2,3,0,20.0,2.0,2.0,1.0,154.73,1.0,309.46,0.5,0.0,6.0
0,26.0,1,3,10.0,5,1,3.0,5,1,5,0,3,0,15.0,2.0,2.0,17.0,293.56,0.074074074074074,587.12,0.6296296296296297,0.0,6.0
0,23.0,1,1,15.0,6,0,3.0,4,0,4,1,6,0,12.0,1.0,2.0,8.0,199.03,0.0833333333333333,398.06,0.3333333333333333,0.0,6.0
1,0.0,0,3,13.0,1,0,3.0,5,3,5,2,1,0,21.0,1.0,1.0,0.0,123.25,1.0,123.25,0.0,0.0,3.0
0,0.0,2,1,10.0,0,1,3.0,1,3,5,1,3,0,16.0,0.0,1.0,2.0,128.19,1.0,128.19,2.0,0.0,6.0
